HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"Keangnam Hanoi Landmark Tower , Plot E6, Cau Giay Urban Area Me Tri Ward, Tu Liem District, Hanoi Vietnam",5,62,592,"English, French, Russian, Chinese",,InterContinental Hanoi Landmark72,$207,$121,"$121, - ,$207","Which popular attractions are close to InterContinental Hanoi Landmark72?, ,What are some of the property amenities at InterContinental Hanoi Landmark72?, ,Which room amenities are available at InterContinental Hanoi Landmark72?, ,What food & drink options are available at InterContinental Hanoi Landmark72?, ,Is parking available at InterContinental Hanoi Landmark72?, ,What are some restaurants close to InterContinental Hanoi Landmark72?, ,Are there opportunities to exercise at InterContinental Hanoi Landmark72?, ,Does InterContinental Hanoi Landmark72 have airport transportation?, ,Are any cleaning services offered at InterContinental Hanoi Landmark72?, ,Does InterContinental Hanoi Landmark72 offer any business services?, ,Which languages are spoken by the staff at InterContinental Hanoi Landmark72?, ",226,466,#83 of 704 hotels in Hanoi,5.0,5.0 of 5 bubbles,13,Excellent,358,"City View,Great View",,79,https://www.tripadvisor.com/Hotel_Review-g293924-d12799616-Reviews-InterContinental_Hanoi_Landmark72-Hanoi.html
"214 Ho Nghinh Phuoc My Ward, Son Tra Dist., Da Nang Vietnam",12,85,,,,Red Rosemallow Hotel,18,Vietnam,"Vietnam,Da Nang,18","Which popular attractions are close to Red Rosemallow Hotel?, ,What are some of the property amenities at Red Rosemallow Hotel?, ,Which room amenities are available at Red Rosemallow Hotel?, ,Is parking available at Red Rosemallow Hotel?, ,What are some restaurants close to Red Rosemallow Hotel?, ,Does Red Rosemallow Hotel have airport transportation?, ,Are any cleaning services offered at Red Rosemallow Hotel?, ,Are pets allowed at Red Rosemallow Hotel?, ",,3,#200 of 279 small hotels in Da Nang,3.0,2.0 of 5 bubbles,85,Average,18,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d7105807-Reviews-Red_Rosemallow_Hotel-Da_Nang.html
"103 Ha Bong, Da Nang Vietnam",12,84,,,,Thanh Long Hotel,15,Vietnam,"Vietnam,Da Nang,15","Which popular attractions are close to Thanh Long Hotel?, ",,1 review,#48 of 67 special hotels in Da Nang,4.0,NA,81,Very good,15,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6885637-Reviews-Thanh_Long_Hotel-Da_Nang.html
"158 Nguyen Chi Thanh Street, Hai Chau District, Da Nang 550000 Vietnam",26,93,,,,Vanilla Hotel,23,Vietnam,"Vietnam,Da Nang,23","Which popular attractions are close to Vanilla Hotel?, ,What are some of the property amenities at Vanilla Hotel?, ,What food & drink options are available at Vanilla Hotel?, ,What are some restaurants close to Vanilla Hotel?, ",,1 review,#182 of 279 small hotels in Da Nang,4.0,NA,194,Very good,23,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d10817985-Reviews-Vanilla_Hotel-Da_Nang.html
"15 Thi Sach Street Thang Tam Ward, Vung Tau Vietnam",13,56,685,Vietnamese,,Pullman Vung Tau,$142,$98,"$98, - ,$142","Which popular attractions are close to Pullman Vung Tau?, ,What are some of the property amenities at Pullman Vung Tau?, ,Which room amenities are available at Pullman Vung Tau?, ,What food & drink options are available at Pullman Vung Tau?, ,Is parking available at Pullman Vung Tau?, ,What are some restaurants close to Pullman Vung Tau?, ,Are there opportunities to exercise at Pullman Vung Tau?, ,Does Pullman Vung Tau have airport transportation?, ,Are any cleaning services offered at Pullman Vung Tau?, ,Does Pullman Vung Tau offer any business services?, ,Are there any historical sites close to Pullman Vung Tau?, ",152,471,#6 of 100 hotels in Vung Tau,4.0,5.0 of 5 bubbles,39,Very good,356,"Modern,Quiet",,70,https://www.tripadvisor.com/Hotel_Review-g303946-d8778363-Reviews-Pullman_Vung_Tau-Vung_Tau_Ba_Ria_Vung_Tau_Province.html
"580 Nguyen Huu Tho Khue Trung, Cam Le, Da Nang 550000 Vietnam",0,0,,,,Thien Han Phat Hotel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Thien Han Phat Hotel?, ,Which room amenities are available at Thien Han Phat Hotel?, ,What are some restaurants close to Thien Han Phat Hotel?, ",,1 review,#45 of 57 lodges in Da Nang,2.0,NA,0,Poor,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d10428209-Reviews-Thien_Han_Phat_Hotel-Da_Nang.html
"110 Tran Bach Dang, Da Nang Vietnam",4,68,,,,Lys Spa Hotel & Apartment,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Lys Spa Hotel & Apartment?, ,What are some restaurants close to Lys Spa Hotel & Apartment?, ",,1 review,#1 of 1 spa in Da Nang,2.0,3.0 of 5 bubbles,10,Poor,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d15596717-Reviews-Lys_Spa_Hotel_Apartment-Da_Nang.html
"23 Duong 3 Thang 2, Da Nang Vietnam",8,72,,"English, Vietnamese",,Stop and Go Hostel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Stop and Go Hostel?, ,What are some of the property amenities at Stop and Go Hostel?, ,Which room amenities are available at Stop and Go Hostel?, ,What are some restaurants close to Stop and Go Hostel?, ,Which languages are spoken by the staff at Stop and Go Hostel?, ",,2,#59 of 67 special hotels in Da Nang,2.5,NA,24,Average,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d7218917-Reviews-Stop_and_Go_Hostel-Da_Nang.html
"K15 Tran Hung Dao St., Son Tra Dist., Da Nang Vietnam",9,81,,"English, Vietnamese",,Han River Hotel,30,Vietnam,"Vietnam,Da Nang,30","Which popular attractions are close to Han River Hotel?, ,What are some of the property amenities at Han River Hotel?, ,What food & drink options are available at Han River Hotel?, ,Is parking available at Han River Hotel?, ,What are some restaurants close to Han River Hotel?, ,Does Han River Hotel have an airport shuttle?, ,Does Han River Hotel have airport transportation?, ",,3,#235 of 279 small hotels in Da Nang,2.5,3.0 of 5 bubbles,25,Average,30,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d3582738-Reviews-Han_River_Hotel-Da_Nang.html
"Lot 24, Duong Dinh Nghe Street, Da Nang Vietnam",9,85,4,"English, Vietnamese",,Monaco Hotel Danang,52,Vietnam,"Vietnam,Da Nang,52","Which popular attractions are close to Monaco Hotel Danang?, ,What are some of the property amenities at Monaco Hotel Danang?, ,What food & drink options are available at Monaco Hotel Danang?, ,Is parking available at Monaco Hotel Danang?, ,What are some restaurants close to Monaco Hotel Danang?, ,Which languages are spoken by the staff at Monaco Hotel Danang?, ",1,11,#240 of 408 hotels in Da Nang,4.0,NA,77,Very good,52,,,1,https://www.tripadvisor.com/Hotel_Review-g298085-d3801152-Reviews-Monaco_Hotel_Danang-Da_Nang.html
"83-85 Le Van Thinh Street, Da Nang Vietnam",3,72,,,,Motel Nhu Y,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Motel Nhu Y?, ",,1 review,#4 of 5 limited service properties in Da Nang,2.0,NA,24,Poor,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d17668556-Reviews-Motel_Nhu_Y-Da_Nang.html
"01 Ta My Duat An Hai Bac, Son Tra, Da Nang 550000 Vietnam",5,75,,,,Tropical House Apartment,32,Vietnam,"Vietnam,Da Nang,32","Which popular attractions are close to Tropical House Apartment?, ,What are some of the property amenities at Tropical House Apartment?, ,What food & drink options are available at Tropical House Apartment?, ,Is parking available at Tropical House Apartment?, ,What are some restaurants close to Tropical House Apartment?, ,Are there opportunities to exercise at Tropical House Apartment?, ,Does Tropical House Apartment have airport transportation?, ,Are pets allowed at Tropical House Apartment?, ",,1 review,#21 of 35 condos in Da Nang,5.0,3.0 of 5 bubbles,25,Excellent,32,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d17432269-Reviews-Tropical_House_Apartment-Da_Nang.html
"195 Thanh Thuy, Da Nang 550000 Vietnam",16,55,,,,Condodo - Ruby House Hotel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Condodo - Ruby House Hotel?, ,What are some restaurants close to Condodo - Ruby House Hotel?, ",,1 review,#22 of 31 guest houses in Da Nang,5.0,NA,108,Excellent,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d15142037-Reviews-Condodo_Ruby_House_Hotel-Da_Nang.html
"77/3 Pham Van Nghi, Da Nang Vietnam",3,67,,Vietnamese,,Huong Lai Hotel,13,Vietnam,"Vietnam,Da Nang,13","Which popular attractions are close to Huong Lai Hotel?, ,What are some of the property amenities at Huong Lai Hotel?, ,Is parking available at Huong Lai Hotel?, ,What are some restaurants close to Huong Lai Hotel?, ",,1 review,#241 of 279 small hotels in Da Nang,1.0,NA,17,Terrible,13,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6403045-Reviews-Huong_Lai_Hotel-Da_Nang.html
"Truong Sa, Da Nang Vietnam",129,40,23,,,Ocean View Suites Da Nang & Resort - Family & Golf Players - Istay,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Ocean View Suites Da Nang & Resort - Family & Golf Players - Istay?, ",1,1 review,#7 of 11 special inns in Da Nang,5.0,NA,983,Excellent,Da Nang,,,1,https://www.tripadvisor.com/Hotel_Review-g298085-d15809620-Reviews-Ocean_View_Suites_Da_Nang_Resort_Family_Golf_Players_Istay-Da_Nang.html
"434 Nguyen Luong Bang Street, Lien Chieu, Da Nang Vietnam",0,0,,,,Lien Thanh Hotel,Lien Chieu,Vietnam,"Vietnam,Da Nang,Lien Chieu","Which popular attractions are close to Lien Thanh Hotel?, ,What are some restaurants close to Lien Thanh Hotel?, ",,1 review,#2 of 2 small hotels in Lien Chieu,3.0,NA,0,Average,25,,,0,https://www.tripadvisor.com/Hotel_Review-g16740551-d12239116-Reviews-Lien_Thanh_Hotel-Lien_Chieu_Da_Nang.html
"36 Le Hong Phong Nam Dinh, Da Nang Vietnam",24,91,,,,Phu My Hotel,42,Vietnam,"Vietnam,Da Nang,42","Which popular attractions are close to Phu My Hotel?, ,What are some restaurants close to Phu My Hotel?, ",,3,#211 of 279 small hotels in Da Nang,3.0,NA,170,Average,42,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d3309089-Reviews-Phu_My_Hotel-Da_Nang.html
"1691 Nguyen Tat Thanh, Da Nang 550000 Vietnam",0,0,17,,,Avenis Hotel,35,Vietnam,"Vietnam,Da Nang,35","Which popular attractions are close to Avenis Hotel?, ,What are some of the property amenities at Avenis Hotel?, ,What food & drink options are available at Avenis Hotel?, ,What are some restaurants close to Avenis Hotel?, ,Are there opportunities to exercise at Avenis Hotel?, ,Are there any historical sites close to Avenis Hotel?, ",3,2,#370 of 408 hotels in Da Nang,3.0,NA,0,Average,35,,,3,https://www.tripadvisor.com/Hotel_Review-g298085-d21389347-Reviews-Avenis_Hotel-Da_Nang.html
"21 Pham Van Nghi, Da Nang Vietnam",2,71,,,,Huong Lan 2 Hotel,22,Vietnam,"Vietnam,Da Nang,22","Which popular attractions are close to Huong Lan 2 Hotel?, ,What are some restaurants close to Huong Lan 2 Hotel?, ",,4,#212 of 279 small hotels in Da Nang,3.0,NA,21,Average,22,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6403040-Reviews-Huong_Lan_2_Hotel-Da_Nang.html
"6 Duong Hien Quyen Street, Nha Trang Vietnam",2,41,447,"Russian, Vietnamese",,Muong Thanh Grand Nha Trang Hotel,$77,$24,"$24, - ,$77","Which popular attractions are close to Muong Thanh Grand Nha Trang Hotel?, ,What are some of the property amenities at Muong Thanh Grand Nha Trang Hotel?, ,Which room amenities are available at Muong Thanh Grand Nha Trang Hotel?, ,What food & drink options are available at Muong Thanh Grand Nha Trang Hotel?, ,Is parking available at Muong Thanh Grand Nha Trang Hotel?, ,What are some restaurants close to Muong Thanh Grand Nha Trang Hotel?, ,Are there opportunities to exercise at Muong Thanh Grand Nha Trang Hotel?, ,Does Muong Thanh Grand Nha Trang Hotel have an airport shuttle?, ,Does Muong Thanh Grand Nha Trang Hotel have airport transportation?, ,Are any cleaning services offered at Muong Thanh Grand Nha Trang Hotel?, ,Does Muong Thanh Grand Nha Trang Hotel offer any business services?, ",50,466,#14 of 302 hotels in Nha Trang,4.5,3.5 of 5 bubbles,24,Excellent,255,"Harbor View,Mountain View",,232,https://www.tripadvisor.com/Hotel_Review-g293928-d4339128-Reviews-Muong_Thanh_Grand_Nha_Trang_Hotel-Nha_Trang_Khanh_Hoa_Province.html
"9 An Thuong 11, Da Nang 550000 Vietnam",0,0,3,,,A Nha House,6,Vietnam,"Vietnam,Da Nang,6","Which popular attractions are close to A Nha House?, ,What are some of the property amenities at A Nha House?, ,What food & drink options are available at A Nha House?, ,Is parking available at A Nha House?, ,What are some restaurants close to A Nha House?, ,Does A Nha House have airport transportation?, ",9,3,#114 of 133 hostels in Da Nang,3.0,NA,0,Average,6,,,2,https://www.tripadvisor.com/Hotel_Review-g298085-d14202241-Reviews-A_Nha_House-Da_Nang.html
"52 Dao Duy Tu street Hoan Kiem Dist, Hanoi 10000 Vietnam",147,100,230,"English, French, Chinese, Vietnamese",,Hanoi Allure Hotel,$105,$50,"$50, - ,$105","Which popular attractions are close to Hanoi Allure Hotel?, ,What are some of the property amenities at Hanoi Allure Hotel?, ,What food & drink options are available at Hanoi Allure Hotel?, ,What are some restaurants close to Hanoi Allure Hotel?, ,Does Hanoi Allure Hotel have airport transportation?, ,Is Hanoi Allure Hotel located near the city center?, ,Are any cleaning services offered at Hanoi Allure Hotel?, ,Which languages are spoken by the staff at Hanoi Allure Hotel?, ,Are there any historical sites close to Hanoi Allure Hotel?, ",27,460,#66 of 704 hotels in Hanoi,5.0,3.5 of 5 bubbles,552,Excellent,39,"Classic,Boutique",,10,https://www.tripadvisor.com/Hotel_Review-g293924-d13292837-Reviews-Hanoi_Allure_Hotel-Hanoi.html
"Unit 3, Thanh Tay, Cam Chau, Hoi An Vietnam",0,64,288,"English, Vietnamese",,Rock Villa Hoi An,$43,$15,"$15, - ,$43","What are some of the property amenities at Rock Villa Hoi An?, ,What food & drink options are available at Rock Villa Hoi An?, ,Is parking available at Rock Villa Hoi An?, ,What are some restaurants close to Rock Villa Hoi An?, ,Are there opportunities to exercise at Rock Villa Hoi An?, ,Does Rock Villa Hoi An have airport transportation?, ,Are any cleaning services offered at Rock Villa Hoi An?, ,Which languages are spoken by the staff at Rock Villa Hoi An?, ,Are there any historical sites close to Rock Villa Hoi An?, ,Does Rock Villa Hoi An have any great views?, ",26,460,#4 of 95 small hotels in Hoi An,5.0,3.0 of 5 bubbles,15,Excellent,7,"Quiet,Romantic",,20,https://www.tripadvisor.com/Hotel_Review-g298082-d5519534-Reviews-Rock_Villa_Hoi_An-Hoi_An_Quang_Nam_Province.html
"K5 Tran Hung Dao Street Nai Hien Dong, Son Tra, Da Nang DAD Vietnam",4,68,,,,Celine Hotel,26,Vietnam,"Vietnam,Da Nang,26","Which popular attractions are close to Celine Hotel?, ,What are some of the property amenities at Celine Hotel?, ,Is parking available at Celine Hotel?, ,What are some restaurants close to Celine Hotel?, ,Are there any historical sites close to Celine Hotel?, ",,3,#226 of 279 small hotels in Da Nang,2.5,1.0 of 5 bubbles,21,Average,26,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d2040724-Reviews-Celine_Hotel-Da_Nang.html
"64 Le Loi Street, Da Nang Vietnam",0,0,,"English, Korean, Vietnamese",,Lotus Hotel,12,Vietnam,"Vietnam,Da Nang,12","Which popular attractions are close to Lotus Hotel?, ,What are some of the property amenities at Lotus Hotel?, ,Which room amenities are available at Lotus Hotel?, ,Is parking available at Lotus Hotel?, ,What are some restaurants close to Lotus Hotel?, ,Which languages are spoken by the staff at Lotus Hotel?, ,Are there any historical sites close to Lotus Hotel?, ",,4,#223 of 279 small hotels in Da Nang,3.0,1.0 of 5 bubbles,0,Average,12,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d3187665-Reviews-Lotus_Hotel-Da_Nang.html
"65 Ho Tung Mau St, District 1, Ho Chi Minh City 700000 Vietnam",129,100,101,"English, Vietnamese",,Roseland Point Hotel,$44,$29,"$29, - ,$44","Which popular attractions are close to Roseland Point Hotel?, ,What are some of the property amenities at Roseland Point Hotel?, ,Which room amenities are available at Roseland Point Hotel?, ,What food & drink options are available at Roseland Point Hotel?, ,What are some restaurants close to Roseland Point Hotel?, ,Does Roseland Point Hotel have airport transportation?, ,Are any cleaning services offered at Roseland Point Hotel?, ,Which languages are spoken by the staff at Roseland Point Hotel?, ,Are there any historical sites close to Roseland Point Hotel?, ",45,462,#110 of 609 hotels in Ho Chi Minh City,4.0,NA,543,Very good,45,"Mid-range,Family",,8,https://www.tripadvisor.com/Hotel_Review-g293925-d1379041-Reviews-Roseland_Point_Hotel-Ho_Chi_Minh_City.html
"21 - 23 Nguyen Thi Minh Khai Street, District 1, Ho Chi Minh City 70000 Vietnam",25,100,190,"English, Vietnamese",,Somerset Chancellor Court Ho Chi Minh City,$116,$64,"$64, - ,$116","Which popular attractions are close to Somerset Chancellor Court Ho Chi Minh City?, ,What are some of the property amenities at Somerset Chancellor Court Ho Chi Minh City?, ,Which room amenities are available at Somerset Chancellor Court Ho Chi Minh City?, ,What food & drink options are available at Somerset Chancellor Court Ho Chi Minh City?, ,Is parking available at Somerset Chancellor Court Ho Chi Minh City?, ,What are some restaurants close to Somerset Chancellor Court Ho Chi Minh City?, ,Are there opportunities to exercise at Somerset Chancellor Court Ho Chi Minh City?, ,Does Somerset Chancellor Court Ho Chi Minh City have airport transportation?, ,Are any cleaning services offered at Somerset Chancellor Court Ho Chi Minh City?, ,Which languages are spoken by the staff at Somerset Chancellor Court Ho Chi Minh City?, ,Are there any historical sites close to Somerset Chancellor Court Ho Chi Minh City?, ",353,461,#64 of 609 hotels in Ho Chi Minh City,4.0,4.0 of 5 bubbles,189,Very good,172,"Mid-range,Quiet",,28,https://www.tripadvisor.com/Hotel_Review-g293925-d627072-Reviews-Somerset_Chancellor_Court_Ho_Chi_Minh_City-Ho_Chi_Minh_City.html
"104 Road 3 Thang 2 St., Hai Chau Dist., Da Nang 84511 Vietnam",5,64,,,,Hoang Long Hotel,77,Vietnam,"Vietnam,Da Nang,77","Which popular attractions are close to Hoang Long Hotel?, ,What are some restaurants close to Hoang Long Hotel?, ",,1 review,#382 of 408 hotels in Da Nang,1.0,3.0 of 5 bubbles,12,Terrible,77,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d2558342-Reviews-Hoang_Long_Hotel-Da_Nang.html
"11 Morrison, Da Nang Vietnam",9,81,,"English, Vietnamese",,Aloha Hotel,21,Vietnam,"Vietnam,Da Nang,21","Which popular attractions are close to Aloha Hotel?, ,What are some of the property amenities at Aloha Hotel?, ,Which room amenities are available at Aloha Hotel?, ,What food & drink options are available at Aloha Hotel?, ,Is parking available at Aloha Hotel?, ,What are some restaurants close to Aloha Hotel?, ,Does Aloha Hotel have airport transportation?, ,Are any cleaning services offered at Aloha Hotel?, ",,1 review,#230 of 279 small hotels in Da Nang,2.0,2.0 of 5 bubbles,25,Poor,21,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6206632-Reviews-Aloha_Hotel-Da_Nang.html
"K498/06 Vo Nguyen Giap, Da Nang 550000 Vietnam",8,87,,,,Truong Sa Guest House Da Nang,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Truong Sa Guest House Da Nang?, ",,1 review,#46 of 57 lodges in Da Nang,1.0,NA,70,Terrible,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d8523272-Reviews-Truong_Sa_Guest_House_Da_Nang-Da_Nang.html
"138 Hai Phong Str., Da Nang Vietnam",7,81,,,,Son Tra II Hotel Danang,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Son Tra II Hotel Danang?, ,What are some of the property amenities at Son Tra II Hotel Danang?, ,What food & drink options are available at Son Tra II Hotel Danang?, ,What are some restaurants close to Son Tra II Hotel Danang?, ,Does Son Tra II Hotel Danang have airport transportation?, ",,2,#244 of 279 small hotels in Da Nang,2.0,1.0 of 5 bubbles,40,Poor,Da Nang,Budget,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d3219827-Reviews-Son_Tra_II_Hotel_Danang-Da_Nang.html
"1015 Nguyen Tat Thanh, Thanh Khe, Da Nang Vietnam",0,0,,"English, French, Spanish, Italian",,Phuong Anh Hotel,15,Vietnam,"Vietnam,Da Nang,15","Which popular attractions are close to Phuong Anh Hotel?, ,What are some restaurants close to Phuong Anh Hotel?, ,Which languages are spoken by the staff at Phuong Anh Hotel?, ",,5,#48 of 57 lodges in Da Nang,3.0,2.0 of 5 bubbles,0,Average,15,Budget,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d8719531-Reviews-Phuong_Anh_Hotel-Da_Nang.html
"105 Nguyen Truong To 105 Nguyen Truong to - Ba Dinh Dist, Hanoi 10000 Vietnam",19,88,197,Vietnamese,,La Belle Vie Hotel,$92,$50,"$50, - ,$92","Which popular attractions are close to La Belle Vie Hotel?, ,What are some of the property amenities at La Belle Vie Hotel?, ,Which room amenities are available at La Belle Vie Hotel?, ,What food & drink options are available at La Belle Vie Hotel?, ,What are some restaurants close to La Belle Vie Hotel?, ,Does La Belle Vie Hotel have airport transportation?, ,Is La Belle Vie Hotel located near the city center?, ,Are any cleaning services offered at La Belle Vie Hotel?, ,Are there any historical sites close to La Belle Vie Hotel?, ",93,462,#160 of 704 hotels in Hanoi,4.5,3.0 of 5 bubbles,124,Excellent,97,"Mid-range,Quiet",,21,https://www.tripadvisor.com/Hotel_Review-g293924-d1728672-Reviews-La_Belle_Vie_Hotel-Hanoi.html
"51 Duong Tu Minh St. An Hai Bac Ward, Son Tra Dist., Da Nang Vietnam",11,85,,"English, Vietnamese",,Xuan Vinh hotel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Xuan Vinh hotel?, ,What are some of the property amenities at Xuan Vinh hotel?, ,Which room amenities are available at Xuan Vinh hotel?, ,Is parking available at Xuan Vinh hotel?, ,What are some restaurants close to Xuan Vinh hotel?, ,Does Xuan Vinh hotel have airport transportation?, ",,1 review,#49 of 57 lodges in Da Nang,1.0,NA,87,Terrible,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d12906238-Reviews-Xuan_Vinh_hotel-Da_Nang.html
"66 Nguyen Van Linh street, Da Nang Vietnam",6,78,,"English, Vietnamese",,Cheers Hostel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Cheers Hostel?, ,What are some of the property amenities at Cheers Hostel?, ,Which room amenities are available at Cheers Hostel?, ,What food & drink options are available at Cheers Hostel?, ,Is parking available at Cheers Hostel?, ,What are some restaurants close to Cheers Hostel?, ,Are any cleaning services offered at Cheers Hostel?, ,Which languages are spoken by the staff at Cheers Hostel?, ",,1 review,#127 of 133 hostels in Da Nang,1.0,NA,35,Terrible,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d13437774-Reviews-Cheers_Hostel-Da_Nang.html
"LO 9 Dinh Thi Hoa, AN Hai Bac Son Tra District, Da Nang 590000 Vietnam",4,70,,,,Mariposa Hostel,6,Vietnam,"Vietnam,Da Nang,6","Which popular attractions are close to Mariposa Hostel?, ,What are some of the property amenities at Mariposa Hostel?, ",,1 review,#130 of 133 hostels in Da Nang,1.0,NA,23,Terrible,6,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d15058277-Reviews-Mariposa_Hostel-Da_Nang.html
"25 Hang Thiec Hoan Kiem District, Hanoi 100000 Vietnam",152,100,118,"English, Vietnamese",,Hanoi Charming House,$23,$22,"$22, - ,$23","Which popular attractions are close to Hanoi Charming House?, ,What are some of the property amenities at Hanoi Charming House?, ,Which room amenities are available at Hanoi Charming House?, ,What food & drink options are available at Hanoi Charming House?, ,What are some restaurants close to Hanoi Charming House?, ,Does Hanoi Charming House have an airport shuttle?, ,Does Hanoi Charming House have airport transportation?, ,Is Hanoi Charming House located near the city center?, ,Are any cleaning services offered at Hanoi Charming House?, ,Which languages are spoken by the staff at Hanoi Charming House?, ,Are there any historical sites close to Hanoi Charming House?, ",37,464,#33 of 367 small hotels in Hanoi,4.5,2.0 of 5 bubbles,526,Excellent,18,Centrally Located,,7,https://www.tripadvisor.com/Hotel_Review-g293924-d4753699-Reviews-Hanoi_Charming_House-Hanoi.html
"65 Luong The Vinh Street, Son Tra District, Da Nang Vietnam",1,74,,"English, Korean, Vietnamese",,Nha Chung Hostel,3,Vietnam,"Vietnam,Da Nang,3","Which popular attractions are close to Nha Chung Hostel?, ,What are some of the property amenities at Nha Chung Hostel?, ,What are some restaurants close to Nha Chung Hostel?, ",,2,#129 of 133 hostels in Da Nang,2.0,1.0 of 5 bubbles,22,Poor,3,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d12192406-Reviews-Nha_Chung_Hostel-Da_Nang.html
"629 Nui Thanh Street, Da Nang Vietnam",7,44,,,,Hien Quy Guest House,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Hien Quy Guest House?, ,What are some restaurants close to Hien Quy Guest House?, ",,1 review,#63 of 67 special hotels in Da Nang,1.0,NA,27,Terrible,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d14995726-Reviews-Hien_Quy_Guest_House-Da_Nang.html
"210 Ho Nghinh Son Tra, Da Nang Vietnam",12,85,,,,Nice Lotus Hotel & Spa,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Nice Lotus Hotel & Spa?, ",,1 review,#265 of 279 small hotels in Da Nang,1.0,NA,85,Terrible,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d14985633-Reviews-Nice_Lotus_Hotel_Spa-Da_Nang.html
"326 Phan Chu Trinh Street, Da Nang Vietnam",8,81,,,,Ha Thanh Hotel,49,Vietnam,"Vietnam,Da Nang,49","Which popular attractions are close to Ha Thanh Hotel?, ,What are some restaurants close to Ha Thanh Hotel?, ",,1 review,#394 of 408 hotels in Da Nang,1.0,NA,50,Terrible,49,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d1226575-Reviews-Ha_Thanh_Hotel-Da_Nang.html
"219-221-223 Ho Nghinh Son Tra, Da Nang 550000 Vietnam",48,44,10,,,La Mer VN,5,Vietnam,"Vietnam,Da Nang,5","Which popular attractions are close to La Mer VN?, ,What are some of the property amenities at La Mer VN?, ,What food & drink options are available at La Mer VN?, ,Is parking available at La Mer VN?, ,What are some restaurants close to La Mer VN?, ",7,7,#102 of 133 hostels in Da Nang,3.5,NA,357,Very good,5,,,1,https://www.tripadvisor.com/Hotel_Review-g298085-d14109144-Reviews-La_Mer_VN-Da_Nang.html
"22 Ong Ich Khiem, Da Nang Vietnam",6,74,,,,Phu Sy Toan,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Phu Sy Toan?, ,What are some of the property amenities at Phu Sy Toan?, ,Is parking available at Phu Sy Toan?, ,What are some restaurants close to Phu Sy Toan?, ,Are pets allowed at Phu Sy Toan?, ",,2,#67 of 67 special hotels in Da Nang,1.0,NA,28,Terrible,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d12462642-Reviews-Phu_Sy_Toan-Da_Nang.html
"Lot G5, Pham Van Dong Son Tra Dist., Da Nang Vietnam",2,64,,,,Lighting Hotel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Lighting Hotel?, ",,5,#11 of 11 special inns in Da Nang,2.0,2.0 of 5 bubbles,11,Poor,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d13328811-Reviews-Lighting_Hotel-Da_Nang.html
